Company,Position,Salary
"Rhythm Pharmaceuticals, Inc.","Clinical Project Manager
2 Salaries submitted",190
"Rhythm Pharmaceuticals, Inc.","Director
2 Salaries submitted",350
"Rhythm Pharmaceuticals, Inc.","Director, Field Medical
1 Salaries submitted",275
"Rhythm Pharmaceuticals, Inc.","Manager, IT Operations
1 Salaries submitted",215
"Rhythm Pharmaceuticals, Inc.","Associate Director
1 Salaries submitted",279
"Rhythm Pharmaceuticals, Inc.","Senior Manager
1 Salaries submitted",254
"Rhythm Pharmaceuticals, Inc.","Vice President Research
1 Salaries submitted",482
"Rhythm Pharmaceuticals, Inc.","Sr. Talent Acquisition Partner
1 Salaries submitted",158
"Rhythm Pharmaceuticals, Inc.","VP
1 Salaries submitted",598
"Rhythm Pharmaceuticals, Inc.","Medical Science Liaison (MSL)
1 Salaries submitted",316
"Rezolute, Inc.","Business Operations Manager
1 Salaries submitted",157
"Rezolute, Inc.","Senior Manager Accounting
1 Salaries submitted",226
"Sage Therapeutics, Inc.","Associate Director
28 Salaries submitted",267
"Sage Therapeutics, Inc.","Director
24 Salaries submitted",316
"Sage Therapeutics, Inc.","Manager
14 Salaries submitted",200
"Sage Therapeutics, Inc.","Senior Manager
10 Salaries submitted",258
"Sage Therapeutics, Inc.","Scientist II
6 Salaries submitted",146
"Sage Therapeutics, Inc.","Executive Assistant
6 Salaries submitted",106
"Sage Therapeutics, Inc.","Principal Scientist
6 Salaries submitted",247
"Sage Therapeutics, Inc.","Intern
5 Salaries submitted",91
"Sage Therapeutics, Inc.","Consultant
5 Salaries submitted",180
"Sage Therapeutics, Inc.","Medical Director
4 Salaries submitted",457
"Sage Therapeutics, Inc.","Senior Clinical Research Coordinator
3 Salaries submitted",135
"Sage Therapeutics, Inc.","Case Manager
3 Salaries submitted",79
"Sage Therapeutics, Inc.","Senior Scientist
3 Salaries submitted",187
"Sage Therapeutics, Inc.","Senior Specialist
3 Salaries submitted",158
"Sage Therapeutics, Inc.","Associate Director Regulatory Affairs CMC
2 Salaries submitted",237
"Sage Therapeutics, Inc.","Clinical Research Coordinator
2 Salaries submitted",95
"Sage Therapeutics, Inc.","Manager, Clinical Operations
2 Salaries submitted",224
"Sage Therapeutics, Inc.","Intern - Hourly
2 Salaries submitted",104
"Sage Therapeutics, Inc.","Associate Manager Clinical Operations
2 Salaries submitted",177
"Sage Therapeutics, Inc.","Clinical Operations
2 Salaries submitted",226
"Selecta Biosciences, Inc.","Research Associate
3 Salaries submitted",98
"Selecta Biosciences, Inc.","Process Development Engineer
3 Salaries submitted",121
"Selecta Biosciences, Inc.","Scientist
3 Salaries submitted",155
"Selecta Biosciences, Inc.","Senior Research Associate
3 Salaries submitted",123
"Selecta Biosciences, Inc.","Associate Scientist
2 Salaries submitted",97
"Selecta Biosciences, Inc.","Associate Director
2 Salaries submitted",264
"Selecta Biosciences, Inc.","Formulation Co-op
1 Salaries submitted",74
"Selecta Biosciences, Inc.","Research Associate II
1 Salaries submitted",97
"Selecta Biosciences, Inc.","Co-Op
1 Salaries submitted",104
"Selecta Biosciences, Inc.","Process Development Coop
1 Salaries submitted",138
"Selecta Biosciences, Inc.","Inventory Control Coordinator
1 Salaries submitted",67
"Selecta Biosciences, Inc.","Financial Director/Chief Accountant
1 Salaries submitted",261
"Selecta Biosciences, Inc.","Director
1 Salaries submitted",320
"Selecta Biosciences, Inc.","RA I
1 Salaries submitted",86
"Selecta Biosciences, Inc.","Vice President, Business Development
1 Salaries submitted",521
"Selecta Biosciences, Inc.","Software Engineer(Internship)
1 Salaries submitted",136
"Selecta Biosciences, Inc.","Quality Control Research Associate
1 Salaries submitted",78
Seagen Inc.,"Research Associate II
48 Salaries submitted",104
Seagen Inc.,"Research Associate III
40 Salaries submitted",113
Seagen Inc.,"Associate Director
33 Salaries submitted",272
Seagen Inc.,"Senior Statistical Programmer
32 Salaries submitted",174
Seagen Inc.,"Scientist
30 Salaries submitted",162
Seagen Inc.,"Senior Scientist
26 Salaries submitted",189
Seagen Inc.,"Senior Manager
23 Salaries submitted",262
Seagen Inc.,"Research Associate I
20 Salaries submitted",86
Seagen Inc.,"Director
20 Salaries submitted",336
Seagen Inc.,"Research Associate
20 Salaries submitted",105
Seagen Inc.,"Statistical Programmer II
20 Salaries submitted",133
Seagen Inc.,"Principal Scientist
19 Salaries submitted",234
Seagen Inc.,"Senior Research Associate
18 Salaries submitted",131
Seagen Inc.,"Manager
17 Salaries submitted",204
Seagen Inc.,"Principal Statistical Programmer
16 Salaries submitted",219
Seagen Inc.,"Intern - Hourly
14 Salaries submitted",99
Seagen Inc.,"Senior Program Manager
13 Salaries submitted",230
Seagen Inc.,"Senior Administrative Assistant
11 Salaries submitted",94
Seagen Inc.,"Intern
9 Salaries submitted",97
Seagen Inc.,"Drug Safety Specialist
8 Salaries submitted",160
"Sangamo Therapeutics, Inc.","Research Associate II
23 Salaries submitted",114
"Sangamo Therapeutics, Inc.","Research Associate
13 Salaries submitted",112
"Sangamo Therapeutics, Inc.","Research Associate III
11 Salaries submitted",125
"Sangamo Therapeutics, Inc.","Scientist II
8 Salaries submitted",162
"Sangamo Therapeutics, Inc.","Senior Research Associate
7 Salaries submitted",140
"Sangamo Therapeutics, Inc.","Associate Director
7 Salaries submitted",322
"Sangamo Therapeutics, Inc.","Director
5 Salaries submitted",414
"Sangamo Therapeutics, Inc.","Scientist
4 Salaries submitted",185
"Sangamo Therapeutics, Inc.","Research
4 Salaries submitted",222
"Sangamo Therapeutics, Inc.","Senior Scientist
3 Salaries submitted",211
"Sangamo Therapeutics, Inc.","Scientist III
3 Salaries submitted",171
"Sangamo Therapeutics, Inc.","Research Scientist
3 Salaries submitted",197
"Sangamo Therapeutics, Inc.","Manager
3 Salaries submitted",231
"Sangamo Therapeutics, Inc.","Data Entry
2 Salaries submitted",62
"Sangamo Therapeutics, Inc.","Research Associate IV
2 Salaries submitted",135
"Sangamo Therapeutics, Inc.","Process Engineer III
2 Salaries submitted",171
"Sangamo Therapeutics, Inc.","Development Associate
2 Salaries submitted",120
"Sangamo Therapeutics, Inc.","Intern
2 Salaries submitted",108
"Sangamo Therapeutics, Inc.","Patent Specialist
1 Salaries submitted",164
"Sangamo Therapeutics, Inc.","Principal Research Associate
1 Salaries submitted",203
Solid Biosciences Inc.,"Executive Assistant
5 Salaries submitted",106
Solid Biosciences Inc.,"Process Engineer
4 Salaries submitted",124
Solid Biosciences Inc.,"Co-Op
4 Salaries submitted",104
Solid Biosciences Inc.,"Scientist
4 Salaries submitted",140
Solid Biosciences Inc.,"Director
2 Salaries submitted",324
Solid Biosciences Inc.,"Intern
2 Salaries submitted",83
Solid Biosciences Inc.,"Principal Associate Scientist
2 Salaries submitted",153
Solid Biosciences Inc.,"Senior Associate Scientist
2 Salaries submitted",125
Solid Biosciences Inc.,"Staff Accountant
2 Salaries submitted",86
Solid Biosciences Inc.,"Intern - Hourly
2 Salaries submitted",79
Solid Biosciences Inc.,"Senior Administrative Assistant
1 Salaries submitted",87
Solid Biosciences Inc.,"Associate Scientist
1 Salaries submitted",94
Solid Biosciences Inc.,"Vice President Business Development
1 Salaries submitted",574
Solid Biosciences Inc.,"Accountant
1 Salaries submitted",100
Solid Biosciences Inc.,"Sr. Director
1 Salaries submitted",373
Solid Biosciences Inc.,"Administrative Assistant
1 Salaries submitted",60
Solid Biosciences Inc.,"Upstream Process Development Co-op
1 Salaries submitted",120
Solid Biosciences Inc.,"Process Analyst Intern
1 Salaries submitted",90
Solid Biosciences Inc.,"Research Co-op Student
1 Salaries submitted",144
Solid Biosciences Inc.,"Vice President - Technology
1 Salaries submitted",448
"Soleno Therapeutics, Inc.","Clinical Trial Assistant
2 Salaries submitted",71
"Salarius Pharmaceuticals, Inc.","Director
1 Salaries submitted",332
"Salarius Pharmaceuticals, Inc.","Chairperson
1 Salaries submitted",383
"Salarius Pharmaceuticals, Inc.","Operations Manager
1 Salaries submitted",159
Summit Therapeutics Inc.,"RBT - Registered Behavior Technician
3 Salaries submitted",70
Summit Therapeutics Inc.,"Direct Support Professional (DSP)
1 Salaries submitted",79
Summit Therapeutics Inc.,"Operations Manager
1 Salaries submitted",154
"Syndax Pharmaceuticals, Inc.","Director
2 Salaries submitted",266
"Syndax Pharmaceuticals, Inc.","Talent Acquisition Partner
1 Salaries submitted",169
"Syndax Pharmaceuticals, Inc.","Senior Specialist
1 Salaries submitted",135
"Syndax Pharmaceuticals, Inc.","Clinical Trial Associate
1 Salaries submitted",83
"Syndax Pharmaceuticals, Inc.","Executive Director
1 Salaries submitted",312
"Syndax Pharmaceuticals, Inc.","Executive Assistant
1 Salaries submitted",91
"Syndax Pharmaceuticals, Inc.","Regulatory Affairs Associate
1 Salaries submitted",88
"Syndax Pharmaceuticals, Inc.","Senior Accountant
1 Salaries submitted",119
"Syndax Pharmaceuticals, Inc.","AD Clinical Scientist
1 Salaries submitted",169
"Syndax Pharmaceuticals, Inc.","Director Analytical Development
1 Salaries submitted",219
"Syndax Pharmaceuticals, Inc.","Human Resources
1 Salaries submitted",116
"Syndax Pharmaceuticals, Inc.","Commercial Operations
1 Salaries submitted",158
"Syndax Pharmaceuticals, Inc.","Sr. Director, Program Management
1 Salaries submitted",233
"Syndax Pharmaceuticals, Inc.","Financial Planning and Analysis
1 Salaries submitted",148
"Syndax Pharmaceuticals, Inc.","Statistical Programmer
1 Salaries submitted",113
"Syndax Pharmaceuticals, Inc.","Senior Administrative Assistant
1 Salaries submitted",77
"Syndax Pharmaceuticals, Inc.","Information Technology
1 Salaries submitted",120
"Syndax Pharmaceuticals, Inc.","Sr. Director Human Resources
1 Salaries submitted",242
"Syndax Pharmaceuticals, Inc.","Clinical Research Associate
1 Salaries submitted",98
"Syndax Pharmaceuticals, Inc.","Director Corporate Operations
1 Salaries submitted",300
"Soligenix, Inc.","VP Biopharm Development
1 Salaries submitted",319
Sonnet BioTherapeutics Holdings,"Research Scientist
1 Salaries submitted",183
"Spero Therapeutics, Inc.","Director
4 Salaries submitted",370
"Spero Therapeutics, Inc.","Associate Director
4 Salaries submitted",295
"Spero Therapeutics, Inc.","Manager
2 Salaries submitted",230
"Spero Therapeutics, Inc.","Executive Assistant
2 Salaries submitted",119
"Spero Therapeutics, Inc.","Clinical Research Associate
2 Salaries submitted",150
"Spero Therapeutics, Inc.","AD, FP&amp;A
1 Salaries submitted",83
"Spero Therapeutics, Inc.","Sr. Manager
1 Salaries submitted",318
"Spero Therapeutics, Inc.","QA Associate Director
1 Salaries submitted",265
"Spero Therapeutics, Inc.","Manager, Clinical Data Management
1 Salaries submitted",196
"Spero Therapeutics, Inc.","Senior Manager
1 Salaries submitted",264
"Spero Therapeutics, Inc.","Manager Medical Affairs Operations
1 Salaries submitted",301
"Spero Therapeutics, Inc.","Medical Science Liaison
1 Salaries submitted",327
"Spero Therapeutics, Inc.","Senior Scientist
1 Salaries submitted",208
"Spero Therapeutics, Inc.","Senior Research Associate
1 Salaries submitted",137
"Spero Therapeutics, Inc.","Accounts Payable
1 Salaries submitted",91
"Spero Therapeutics, Inc.","Associate
1 Salaries submitted",150
"Spero Therapeutics, Inc.","Quality Assurance Manager
1 Salaries submitted",186
"Spero Therapeutics, Inc.","Senior Quality Control Associate
1 Salaries submitted",129
"Spero Therapeutics, Inc.","Senior Manager, Analytical Development
1 Salaries submitted",265
"Spero Therapeutics, Inc.","Director/Senior Corporate Paralegal
1 Salaries submitted",300
"Sarepta Therapeutics, Inc.","Associate Director
14 Salaries submitted",266
"Sarepta Therapeutics, Inc.","Director
13 Salaries submitted",322
"Sarepta Therapeutics, Inc.","Research Associate
12 Salaries submitted",92
"Sarepta Therapeutics, Inc.","Scientist
12 Salaries submitted",154
"Sarepta Therapeutics, Inc.","Senior Research Associate
11 Salaries submitted",126
"Sarepta Therapeutics, Inc.","Senior Scientist
10 Salaries submitted",187
"Sarepta Therapeutics, Inc.","Research Associate II
9 Salaries submitted",96
"Sarepta Therapeutics, Inc.","Scientist I
8 Salaries submitted",113
"Sarepta Therapeutics, Inc.","Senior Manager
6 Salaries submitted",248
"Sarepta Therapeutics, Inc.","Senior Associate
5 Salaries submitted",141
"Sarepta Therapeutics, Inc.","Executive Director
5 Salaries submitted",433
"Sarepta Therapeutics, Inc.","Manager
4 Salaries submitted",184
"Sarepta Therapeutics, Inc.","IT Support Specialist
4 Salaries submitted",75
"Sarepta Therapeutics, Inc.","Clinical Trial Associate
4 Salaries submitted",96
"Sarepta Therapeutics, Inc.","Principal Statistical Programmer
4 Salaries submitted",201
"Sarepta Therapeutics, Inc.","Clinical Trial Manager
3 Salaries submitted",165
"Sarepta Therapeutics, Inc.","Scientist II
3 Salaries submitted",132
"Sarepta Therapeutics, Inc.","Case Manager
3 Salaries submitted",76
"Sarepta Therapeutics, Inc.","Associate Director, Statistical Programming
3 Salaries submitted",170
"Sarepta Therapeutics, Inc.","Executive Assistant
3 Salaries submitted",100
"Stoke Therapeutics, Inc.","Scientist
3 Salaries submitted",136
"Stoke Therapeutics, Inc.","Bioinformatics
1 Salaries submitted",153
"Stoke Therapeutics, Inc.","Vice President
1 Salaries submitted",353
"Stoke Therapeutics, Inc.","Senior Manager
1 Salaries submitted",173
"Stoke Therapeutics, Inc.","Director
1 Salaries submitted",181
"Stoke Therapeutics, Inc.","Senior Scientist
1 Salaries submitted",146
"Stoke Therapeutics, Inc.","Chief Human Resources Officer
1 Salaries submitted",352
"Stoke Therapeutics, Inc.","Senior Research Associate
1 Salaries submitted",96
"Sutro Biopharma, Inc.","Scientist
11 Salaries submitted",186
"Sutro Biopharma, Inc.","Associate Scientist
10 Salaries submitted",114
"Sutro Biopharma, Inc.","Senior Research Associate
10 Salaries submitted",139
"Sutro Biopharma, Inc.","Manufacturing Associate
10 Salaries submitted",66
"Sutro Biopharma, Inc.","Intern
5 Salaries submitted",95
"Sutro Biopharma, Inc.","Senior Scientist
5 Salaries submitted",201
"Sutro Biopharma, Inc.","Director
4 Salaries submitted",366
"Sutro Biopharma, Inc.","Senior Manufacturing Associate
3 Salaries submitted",130
"Sutro Biopharma, Inc.","Research Associate
3 Salaries submitted",98
"Sutro Biopharma, Inc.","Research Scientist
3 Salaries submitted",165
"Sutro Biopharma, Inc.","Senior Accountant
2 Salaries submitted",145
"Sutro Biopharma, Inc.","Desktop Support Specialist
1 Salaries submitted",87
"Sutro Biopharma, Inc.","Senior Manager Regulatory Operations
1 Salaries submitted",209
"Sutro Biopharma, Inc.","Sr Director, Manufacturing Operations
1 Salaries submitted",318
"Sutro Biopharma, Inc.","Sr Director
1 Salaries submitted",439
"Sutro Biopharma, Inc.","Executive Assistant
1 Salaries submitted",126
"Sutro Biopharma, Inc.","Engineer
1 Salaries submitted",144
"Sutro Biopharma, Inc.","Lab service technician
1 Salaries submitted",67
"Sutro Biopharma, Inc.","Protein Engineer
1 Salaries submitted",144
"Sutro Biopharma, Inc.","Human Resources
1 Salaries submitted",166
"Savara, Inc.","Director of Clinical Operations
1 Salaries submitted",211
"Savara, Inc.","Sales Director
1 Salaries submitted",337
"Savara, Inc.","Associate Director
1 Salaries submitted",219
"SpringWorks Therapeutics, Inc.","Director
3 Salaries submitted",346
"SpringWorks Therapeutics, Inc.","Talent Acquisition Manager
1 Salaries submitted",218
"SpringWorks Therapeutics, Inc.","Senior Executive Assistant
1 Salaries submitted",128
"SpringWorks Therapeutics, Inc.","Senior Manager, Corporate Strategy
1 Salaries submitted",293
"SpringWorks Therapeutics, Inc.","Senior Research Associate
1 Salaries submitted",116
"SpringWorks Therapeutics, Inc.","Senior Manager
1 Salaries submitted",259
"SpringWorks Therapeutics, Inc.","Associate Director
1 Salaries submitted",270
"SpringWorks Therapeutics, Inc.","Senior Talent Acquisition, Manager
1 Salaries submitted",265
"SpringWorks Therapeutics, Inc.","Director, Program Management
1 Salaries submitted",300
"SpringWorks Therapeutics, Inc.","Office Administrator
1 Salaries submitted",67
"Synlogic, Inc.","Senior Research Associate
5 Salaries submitted",118
"Synlogic, Inc.","Research Associate
5 Salaries submitted",99
"Synlogic, Inc.","Senior Scientist
5 Salaries submitted",180
"Synlogic, Inc.","Scientist
4 Salaries submitted",159
"Synlogic, Inc.","Process Development Engineer
2 Salaries submitted",122
"Synlogic, Inc.","Laboratory Technician
2 Salaries submitted",67
"Synlogic, Inc.","Process Engineer
2 Salaries submitted",147
"Synlogic, Inc.","Scientist II
2 Salaries submitted",131
"Synlogic, Inc.","Analytical Development Scientist
1 Salaries submitted",131
"Synlogic, Inc.","Engineer
1 Salaries submitted",132
"Synlogic, Inc.","Bioprocess Development
1 Salaries submitted",132
"Synlogic, Inc.","Principal Associate
1 Salaries submitted",214
"Synlogic, Inc.","Laboratory Operations Associate
1 Salaries submitted",70
"Synlogic, Inc.","Associate Director Engineering
1 Salaries submitted",300
